"I",15080064,"2016-06-28","AAAAAAAAAAACQVK",942.47,972.47,552.88,244480443
"I",15083366,"2015-07-21","AAAAAAAAAAACMAW",895.52,1241.87,683.90,285518205
"I",15085361,"2016-05-05","AAAAAAAAAAAABJL",858.39,1095.65,808.72,68199934
"I",15086440,"2015-07-21","AAAAAAAAAAAACKO",561.41,659.54,397.26,669451043
"I",15086479,"2015-07-21","AAAAAAAAAAACHWK",0.66,0.83,0.35,495365111
"I",15086738,"2016-02-09","AAAAAAAAAAAAOPX",442.33,486.35,245.08,221353902
"I",15087026,"2016-11-29","AAAAAAAAAAADIPE",646.24,787.92,558.15,861623047
"I",15088405,"2016-08-23","AAAAAAAAAAAAJXF",135.99,150.03,130.38,457332213
"I",15090743,"2015-11-15","AAAAAAAAAAADSSP",53.10,75.15,35.12,986672898
"I",15090905,"2017-06-24","AAAAAAAAAAAEIGR",402.39,495.77,215.74,208748047
"I",15091779,"2016-08-01","AAAAAAAAAAAECNZ",775.72,879.79,716.50,249540847
"I",15092113,"2016-11-29","AAAAAAAAAAADGCP",162.17,212.88,111.39,445387932
"I",15102702,"2016-04-16","AAAAAAAAAAAAIYA",855.03,1256.35,637.94,402391305
"I",15103029,"2017-06-24","AAAAAAAAAAACTIU",528.37,785.03,297.48,313308063
"I",15103477,"2015-10-12","AAAAAAAAAAABEHA",970.93,1002.72,844.51,996580006
"I",15104387,"2016-11-29","AAAAAAAAAAABEMP",892.99,972.86,745.21,748509896
"I",15109891,"2016-11-02","AAAAAAAAAAABARC",233.16,320.69,173.31,980212802
"I",15118527,"2017-05-04","AAAAAAAAAAABUJG",279.35,308.59,169.87,548185289
"I",15120023,"2016-03-10","AAAAAAAAAAACWMJ",21.24,30.09,12.81,945768661
"I",15128950,"2016-03-10","AAAAAAAAAAABHGP",3.00,3.64,2.63,381182343
"I",15129616,"2015-07-22","AAAAAAAAAAAAAWO",400.17,521.04,237.97,123400354
"I",15132515,"2016-11-03","AAAAAAAAAAAEEAX",408.93,540.22,319.72,918572700
"I",15136602,"2017-02-14","AAAAAAAAAAAAUIR",26.38,31.68,18.49,308390275
"I",15136736,"2017-02-14","AAAAAAAAAAABKZX",406.91,581.39,221.63,162918466
"I",15137833,"2016-07-10","AAAAAAAAAAAAVTK",356.16,502.96,269.67,834381497
"I",15138129,"2015-11-15","AAAAAAAAAAAATXQ",690.84,837.09,582.48,718571517
"I",15139687,"2017-02-14","AAAAAAAAAAAEEJK",755.66,831.55,497.68,540514994
"I",15152018,"2017-02-14","AAAAAAAAAAAADEP",534.84,621.80,321.97,545150863
"I",15153236,"2016-03-11","AAAAAAAAAAADOEO",406.03,526.37,285.60,445889027
"I",15156650,"2016-09-28","AAAAAAAAAAADACD",496.78,616.58,439.80,740779625
"I",15157009,"2016-12-26","AAAAAAAAAAABDOP",919.99,1246.99,916.35,209589756
"I",15157446,"2015-08-23","AAAAAAAAAAADRXV",907.42,1162.91,786.32,376361891
"I",15159229,"2016-11-07","AAAAAAAAAAAAHNS",205.85,308.41,105.80,766230307
"I",15159988,"2016-07-10","AAAAAAAAAAACOHA",978.96,1353.21,974.56,535886645
"I",15160101,"2016-07-10","AAAAAAAAAAACSYF",608.08,812.84,350.96,186038685
"I",15163349,"2017-02-14","AAAAAAAAAAAAIZO",106.96,125.10,85.94,717904594
"I",15164813,"2016-07-11","AAAAAAAAAAABYLO",641.56,744.77,517.03,996845746
"I",15167089,"2015-07-22","AAAAAAAAAAADVQV",444.27,643.55,419.96,953490079
"I",15168061,"2017-02-14","AAAAAAAAAAAAMUU",887.57,949.73,661.89,358245064
"I",15171597,"2017-04-17","AAAAAAAAAAADPSF",686.02,970.79,461.68,954954213
"I",15172683,"2016-11-08","AAAAAAAAAAABLKR",805.48,999.51,576.81,529528557
"I",15172972,"2016-09-14","AAAAAAAAAAADJNP",512.48,719.13,437.84,147207870
"I",15177620,"2016-03-08","AAAAAAAAAAADTJI",521.16,776.64,467.02,501726329
"I",15185428,"2015-10-13","AAAAAAAAAAABABY",693.08,901.48,350.66,193074056
"I",15186395,"2017-03-24","AAAAAAAAAAACSRU",994.56,1445.88,604.11,651060578
"I",15186925,"2016-07-11","AAAAAAAAAAAALUF",60.96,65.96,47.34,934559852
"I",15188836,"2016-07-02","AAAAAAAAAAABFLU",240.95,252.80,157.67,101710067
"I",15189031,"2016-09-29","AAAAAAAAAAABAPU",571.44,771.87,437.66,671810730
"I",15189103,"2016-09-29","AAAAAAAAAAABSDM",10.99,16.01,8.23,331174808
"I",15193976,"2015-10-14","AAAAAAAAAAADBBM",862.26,1237.09,838.83,280660471
"I",15195920,"2017-03-24","AAAAAAAAAAABQFG",630.98,918.37,393.68,641367271
"I",15198897,"2017-04-17","AAAAAAAAAAABAOQ",700.29,828.37,399.50,56213281
"I",15202514,"2016-12-27","AAAAAAAAAAABOMP",377.86,515.70,296.72,434773471
"I",15202778,"2016-03-09","AAAAAAAAAAAALJU",940.96,1393.27,903.40,116294948
"I",15203612,"2015-07-08","AAAAAAAAAAACYDE",933.76,1193.94,626.26,53735317
"I",15204837,"2015-08-24","AAAAAAAAAAADMZF",351.79,430.99,220.75,260083116
"I",15206661,"2016-12-27","AAAAAAAAAAABKIA",660.99,728.62,382.16,122269519
"I",15208490,"2016-04-17","AAAAAAAAAAACIKK",641.02,931.85,409.91,371546386
"I",15209155,"2015-10-14","AAAAAAAAAAABARV",417.75,578.97,212.09,891718242
"I",15210082,"2016-09-29","AAAAAAAAAAACLYU",132.22,159.61,92.75,509289820
"I",15210910,"2015-08-30","AAAAAAAAAAABZCO",493.19,620.67,264.56,950490421
"I",15213539,"2016-09-29","AAAAAAAAAAACMVO",616.58,880.71,593.91,606727327
"I",15214190,"2016-07-11","AAAAAAAAAAACTJL",640.97,816.76,474.28,279198172
"I",15217740,"2015-08-31","AAAAAAAAAAAAKBI",721.20,1072.55,560.02,164286363
"I",15221135,"2015-10-14","AAAAAAAAAAABWVF",381.49,570.35,375.73,293591211
"I",15221156,"2015-10-14","AAAAAAAAAAADPBV",512.83,693.90,482.43,71926837
"I",15221666,"2015-10-04","AAAAAAAAAAADIQB",103.57,132.73,68.62,881377584
"I",15221772,"2015-10-04","AAAAAAAAAAAABQS",746.20,1026.85,679.92,238464084
"I",15222686,"2015-07-08","AAAAAAAAAAACHIJ",942.19,1070.75,536.06,147550438
"I",15222742,"2016-05-03","AAAAAAAAAAABTGT",430.94,603.37,308.08,903883794
"I",15225092,"2016-07-11","AAAAAAAAAAAEHOL",101.50,119.58,95.09,622995938
"I",15226580,"2016-03-09","AAAAAAAAAAADXMP",675.31,897.37,572.87,636015722
"I",15228795,"2016-07-03","AAAAAAAAAAABDHG",511.55,546.54,279.41,279288375
"I",15231880,"2016-05-03","AAAAAAAAAAAAZII",199.24,229.03,113.80,272494872
"I",15232289,"2016-09-15","AAAAAAAAAAACBEF",870.38,1140.86,781.21,221803359
"I",15232683,"2015-07-08","AAAAAAAAAAABZQF",291.04,420.89,285.61,835394638
"I",15235354,"2015-10-04","AAAAAAAAAAACVOF",764.10,906.04,656.51,223826974
"I",15236032,"2016-11-20","AAAAAAAAAAABECX",68.15,90.28,35.82,915184719
"I",15238033,"2016-07-13","AAAAAAAAAAABETZ",707.85,1051.34,360.55,307900906
"I",15240218,"2016-01-01","AAAAAAAAAAADPKE",323.25,329.67,170.14,829937042
"I",15240424,"2016-09-15","AAAAAAAAAAAEFZZ",169.21,190.56,156.97,344742404
"I",15240936,"2015-10-04","AAAAAAAAAAAAJGS",192.66,245.62,112.45,648616036
"I",15248596,"2016-01-01","AAAAAAAAAAAATFM",295.12,383.93,282.17,167148510
"I",15249144,"2016-09-30","AAAAAAAAAAAAMSU",70.03,89.10,46.17,692243704
"I",15254033,"2017-01-04","AAAAAAAAAAAACOL",251.05,366.77,215.68,441047075
"I",15255562,"2016-11-21","AAAAAAAAAAAEDWD",191.87,238.36,150.39,773161357
"I",15257582,"2017-04-18","AAAAAAAAAAACUIB",719.59,1008.94,582.18,217571003
"I",15257837,"2016-03-09","AAAAAAAAAAACAXN",361.56,439.35,284.43,728793672
"I",15258689,"2016-07-03","AAAAAAAAAAAEFVN",535.88,731.43,335.53,450399138
"I",15265554,"2016-10-01","AAAAAAAAAAACSEL",759.24,1118.17,502.27,884072110
"I",15266845,"2016-10-01","AAAAAAAAAAAEDAW",25.02,30.74,19.21,817547640
"I",15268399,"2015-08-16","AAAAAAAAAAACFIL",771.95,999.54,735.75,878981661
"I",15268733,"2016-01-02","AAAAAAAAAAABFUV",600.19,745.87,577.55,847821408
"I",15270093,"2016-12-20","AAAAAAAAAAABARP",476.68,641.43,318.83,30928966
"I",15271793,"2016-12-06","AAAAAAAAAAADCXL",506.53,734.40,328.86,510984505
"I",15274546,"2016-07-13","AAAAAAAAAAACTNP",397.59,578.81,373.80,504750683
"I",15275039,"2016-07-03","AAAAAAAAAAACRFC",811.56,1068.01,580.39,333085485
"I",15276722,"2017-01-10","AAAAAAAAAAAATUZ",67.72,94.05,59.67,893762314
"I",15279468,"2015-10-15","AAAAAAAAAAADPEF",250.84,304.38,176.22,358619931
"I",15279550,"2015-09-30","AAAAAAAAAAAECOC",950.04,1011.81,832.60,321334046
"I",15281903,"2015-10-15","AAAAAAAAAAABRUT",999.65,1465.33,735.50,295568337
"I",15283531,"2015-08-16","AAAAAAAAAAACPWN",384.91,410.73,262.09,833270818
"I",15284888,"2015-08-16","AAAAAAAAAAACCFP",195.27,290.93,115.77,911370355
"I",15287774,"2016-07-13","AAAAAAAAAAABIVF",608.40,804.92,328.55,479159616
"I",15291520,"2017-01-05","AAAAAAAAAAAEHYO",996.04,1303.07,948.31,588941801
"I",15291943,"2017-01-10","AAAAAAAAAAAASDM",16.10,22.05,11.00,190529738
"I",15293102,"2015-10-01","AAAAAAAAAAABRLH",629.69,652.40,578.25,733122174
"I",15296502,"2016-12-20","AAAAAAAAAAACBMO",340.65,486.94,190.19,823121005
"I",15299104,"2015-08-01","AAAAAAAAAAADYBB",563.78,626.53,325.16,208098714
"I",15301981,"2016-07-03","AAAAAAAAAAABDGY",812.61,862.86,605.20,30839517
"I",15303672,"2016-11-22","AAAAAAAAAAADMQB",959.72,1037.70,628.90,621657692
"I",15304454,"2016-01-18","AAAAAAAAAAACQLF",748.14,1078.23,530.78,289112939
"I",15308739,"2016-07-14","AAAAAAAAAAAAXFM",770.51,987.06,462.03,627316117
"I",15312393,"2015-08-17","AAAAAAAAAAABURO",461.70,628.21,399.46,490770723
"I",15312891,"2015-09-07","AAAAAAAAAAAAPMP",177.82,260.81,92.54,47946676
"I",15314438,"2016-01-18","AAAAAAAAAAADUFY",762.99,1024.05,662.90,984166151
"I",15315935,"2016-07-14","AAAAAAAAAAACSCD",952.18,1192.77,791.20,973879018
"I",15316371,"2017-03-30","AAAAAAAAAAACSHU",289.61,433.61,195.25,674964490
"I",15318575,"2017-01-15","AAAAAAAAAAAECAL",347.95,419.17,295.19,299585646
"I",15319577,"2017-03-30","AAAAAAAAAAADBTS",529.43,763.33,377.65,628547218
"I",15323977,"2016-06-15","AAAAAAAAAAADMGG",684.65,1002.38,377.25,651279885
"I",15328352,"2015-10-01","AAAAAAAAAAABESL",124.68,182.40,68.65,203250177
"I",15330375,"2015-08-02","AAAAAAAAAAABUDS",765.51,818.29,567.28,118578139
"I",15331425,"2016-06-15","AAAAAAAAAAACKPS",937.82,1367.88,734.13,509068844
"I",15339455,"2016-07-14","AAAAAAAAAAABLPZ",764.73,1054.52,478.06,344703596
"I",15339595,"2015-08-02","AAAAAAAAAAAECZD",185.55,224.38,134.27,908513460
"I",15340139,"2016-06-15","AAAAAAAAAAADAYK",273.54,300.19,242.15,673699682
"I",15340678,"2015-08-17","AAAAAAAAAAACIKY",663.34,925.19,522.18,363055251
"I",15343661,"2017-01-15","AAAAAAAAAAADBAL",6.78,9.34,3.84,563824467
"I",15345546,"2016-12-21","AAAAAAAAAAAAKQS",465.47,589.09,313.74,489676377
"I",15349436,"2016-12-07","AAAAAAAAAAACHRR",374.00,400.03,272.42,265274749
"I",15350579,"2016-07-14","AAAAAAAAAAABDFU",225.49,327.24,169.17,883409285
"I",5560765,"2017-02-21","AAAAAAAAAAADJZD",954.83,1079.18,555.67,602534218
"I",5565148,"2017-04-15","AAAAAAAAAAAAGYN",335.04,375.15,171.31,43269283
"I",5572371,"2016-01-20","AAAAAAAAAAABTXQ",991.04,1153.66,688.66,219517461
"I",5577599,"2016-09-16","AAAAAAAAAAACSQP",628.19,724.63,319.75,471881142
"I",5578337,"2016-05-16","AAAAAAAAAAADMLF",384.99,490.32,332.21,647864147
"I",5581874,"2016-11-27","AAAAAAAAAAADGWK",251.08,266.56,239.76,965501345
"I",5583988,"2015-08-12","AAAAAAAAAAABDKL",341.62,487.99,270.10,769430786
"I",5586841,"2017-04-16","AAAAAAAAAAADHJK",596.89,773.01,346.89,712755336
"I",5588596,"2017-06-02","AAAAAAAAAAABQLI",531.91,754.62,521.58,367408775
"I",5589481,"2016-01-05","AAAAAAAAAAACWFR",934.95,1004.67,617.89,452257007
"I",5589940,"2017-02-22","AAAAAAAAAAABZBM",128.76,192.46,69.60,947674341
"I",5591599,"2016-08-18","AAAAAAAAAAAEAFS",555.47,621.38,442.57,151398237
"I",5596228,"2017-02-17","AAAAAAAAAAAEIFM",761.33,994.33,438.03,738276516
"I",5597882,"2017-02-17","AAAAAAAAAAAECWJ",149.97,181.75,103.92,170428508
"I",5597933,"2017-02-17","AAAAAAAAAAADVHF",614.37,889.07,493.05,933499750
"I",5598453,"2015-07-11","AAAAAAAAAAABYFO",297.39,311.49,187.89,278720892
"I",5601175,"2016-11-09","AAAAAAAAAAABTQU",487.31,505.73,370.37,937165640
"I",5601986,"2017-02-22","AAAAAAAAAAAAYUQ",183.45,205.00,126.94,202861284
"I",5602009,"2017-02-22","AAAAAAAAAAADXLK",874.85,908.33,744.15,413247999
"I",5602645,"2017-06-20","AAAAAAAAAAACZCZ",431.65,642.86,262.24,696025985
"I",5604328,"2016-01-16","AAAAAAAAAAAAFYD",750.72,1118.42,553.35,567078380
"I",5606453,"2016-09-17","AAAAAAAAAAAARRR",905.87,1149.33,822.60,954250718
"I",5607387,"2016-08-18","AAAAAAAAAAADQJO",330.29,361.76,292.92,443632439
"I",5608979,"2016-11-15","AAAAAAAAAAAARUM",242.76,349.34,221.49,512212993
"I",5609310,"2016-10-01","AAAAAAAAAAADGSG",551.89,577.71,458.02,410643785
"I",5616763,"2016-04-28","AAAAAAAAAAABEJK",68.09,94.68,52.18,451300339
"I",5616933,"2016-04-28","AAAAAAAAAAACYUD",618.41,785.33,560.89,642954060
"I",5618908,"2016-11-15","AAAAAAAAAAABJTI",767.80,943.95,573.35,505343416
"I",5619044,"2017-06-03","AAAAAAAAAAADYKW",119.53,158.42,68.18,214030275
"I",5622484,"2017-06-20","AAAAAAAAAAADSOQ",711.20,818.52,602.03,909875588
"I",5623262,"2016-05-16","AAAAAAAAAAAAWJK",44.63,57.53,34.53,59726902
"I",5625822,"2017-06-02","AAAAAAAAAAACCKL",124.79,173.58,94.29,568023723
"I",5626831,"2016-10-01","AAAAAAAAAAABWVY",594.82,598.04,301.95,453092579
"I",5627971,"2016-08-19","AAAAAAAAAAACUVX",638.41,906.83,466.47,286805617
"I",5629445,"2016-09-17","AAAAAAAAAAABCCN",194.75,242.20,147.82,927206695
"I",5629543,"2016-09-17","AAAAAAAAAAADCDC",9.56,13.31,7.55,613934128
"I",5630207,"2015-07-11","AAAAAAAAAAAARJV",701.16,896.85,635.04,449977602
"I",5632478,"2016-01-16","AAAAAAAAAAACRQN",162.16,166.30,99.41,88408015
"I",5632974,"2015-08-13","AAAAAAAAAAABYMO",671.27,808.54,450.72,789023574
"I",5633511,"2016-11-16","AAAAAAAAAAAALED",819.44,1042.42,508.76,621931993
"I",5636565,"2016-10-01","AAAAAAAAAAAAYCN",650.67,846.78,431.32,7896063
"I",5637273,"2016-05-17","AAAAAAAAAAACSEC",45.53,50.83,27.05,882136775
"I",5640912,"2016-05-17","AAAAAAAAAAADTUT",402.04,484.14,374.27,823293337
"I",5641220,"2016-07-04","AAAAAAAAAAAAWNJ",93.54,135.33,83.19,484944249
"I",5642745,"2016-05-17","AAAAAAAAAAAAFRQ",574.27,833.55,494.93,495495484
"I",5644875,"2016-01-16","AAAAAAAAAAADBCY",39.51,53.72,32.55,870114607
"I",5647802,"2016-07-04","AAAAAAAAAAAEDUY",318.07,451.28,287.97,818844054
"I",5648397,"2016-11-16","AAAAAAAAAAACHWF",272.96,368.20,192.73,989663707
"I",5651863,"2015-12-29","AAAAAAAAAAACTYN",924.68,1173.81,607.03,724830044
"I",5654275,"2016-07-11","AAAAAAAAAAADCTE",429.11,607.75,253.09,71553835
"I",5654329,"2016-07-11","AAAAAAAAAAAAGQL",973.83,1432.54,600.27,151729606
"I",5655741,"2016-08-02","AAAAAAAAAAAAZJR",647.98,756.27,470.53,153572287
"I",5662701,"2016-07-04","AAAAAAAAAAADFHB",487.21,633.75,477.98,424496910
"I",5663582,"2016-01-17","AAAAAAAAAAAAXYX",140.98,153.37,138.56,501098726
"I",5663821,"2016-07-12","AAAAAAAAAAABNBR",460.79,610.72,389.49,385677409
"I",5665630,"2016-09-19","AAAAAAAAAAACSXD",127.72,180.35,125.37,257415171
"I",5673942,"2016-12-03","AAAAAAAAAAABMTJ",771.16,822.98,642.13,739947039
"I",5674340,"2016-08-19","AAAAAAAAAAABJHV",264.90,368.19,232.93,809698723
"I",5675197,"2017-04-20","AAAAAAAAAAABCRS",212.16,297.64,118.61,277496372
"I",5676455,"2016-11-16","AAAAAAAAAAAASQO",702.43,809.55,631.94,187992817
"I",5679776,"2016-07-04","AAAAAAAAAAABGCQ",684.89,866.79,397.63,680276225
"I",5683623,"2016-07-04","AAAAAAAAAAAADQE",242.25,320.06,154.23,966068861
"I",5684731,"2016-04-29","AAAAAAAAAAAALTB",887.47,1174.18,502.62,824235302
"I",5686156,"2015-12-29","AAAAAAAAAAADDUP",290.34,345.98,251.57,50655005
"I",5690838,"2016-05-08","AAAAAAAAAAADXLD",427.88,540.50,406.51,643012131
"I",5694368,"2015-12-30","AAAAAAAAAAABABP",640.54,648.56,441.85,18983177
"I",5694853,"2016-02-06","AAAAAAAAAAACNDO",457.37,474.16,253.89,309933453
"I",5695576,"2015-07-12","AAAAAAAAAAACHBM",812.19,1137.33,549.42,493160180
"I",5696854,"2016-06-13","AAAAAAAAAAACMYF",655.35,719.55,615.46,6278027
"I",5698435,"2016-03-30","AAAAAAAAAAADQWQ",770.83,1040.35,601.46,291617562
"I",5700494,"2016-07-12","AAAAAAAAAAADRJD",872.44,1077.22,548.32,97566449
"I",5701170,"2015-10-24","AAAAAAAAAAACXTO",631.47,746.12,477.60,376263970
"I",5701192,"2015-10-24","AAAAAAAAAAAAXQT",159.81,183.96,150.66,433819838
"I",5701902,"2016-06-14","AAAAAAAAAAABIDP",965.12,1286.48,564.33,789455045
"I",5703679,"2016-07-04","AAAAAAAAAAACRBW",789.45,860.90,546.00,973653054
"I",5706468,"2016-02-06","AAAAAAAAAAADUMY",971.92,1236.93,879.47,650081258
"I",5706671,"2016-10-27","AAAAAAAAAAACRAG",61.03,85.82,43.24,39870169
"I",5710246,"2016-04-02","AAAAAAAAAAAEGEW",919.39,976.61,477.65,926425469
"I",5711056,"2016-07-12","AAAAAAAAAAABSCE",969.69,1343.10,937.03,882042079
"I",5712303,"2016-07-13","AAAAAAAAAAABEDM",684.61,868.84,555.02,536486237
"I",5714570,"2017-05-15","AAAAAAAAAAACWIY",38.19,53.55,24.25,731838972
"I",5714583,"2017-05-15","AAAAAAAAAAABKXN",697.07,976.39,573.94,431809071
"I",5714810,"2016-08-03","AAAAAAAAAAABPFA",492.37,713.54,347.62,393677336
"I",5714997,"2016-03-30","AAAAAAAAAAADWMB",311.45,358.51,160.19,369100759
"I",5715067,"2016-03-30","AAAAAAAAAAACRGZ",473.20,673.47,452.78,980443742
"I",5722652,"2016-01-03","AAAAAAAAAAADIHG",515.22,641.19,321.78,104175934
"I",5722991,"2016-03-30","AAAAAAAAAAABRGV",428.13,432.49,346.78,390878057
"I",5727663,"2015-10-25","AAAAAAAAAAACVBG",681.39,791.87,369.35,66920530
"I",5727776,"2016-06-14","AAAAAAAAAAAECDW",345.94,372.94,243.82,472282983
"I",5728410,"2016-01-21","AAAAAAAAAAACMIY",16.33,21.41,10.73,858697397
"I",5729033,"2016-03-30","AAAAAAAAAAAAMGB",751.17,1068.09,653.42,299434318
"I",5729255,"2016-06-14","AAAAAAAAAAAEDUI",34.79,36.09,20.36,37278148
"I",5730081,"2016-01-21","AAAAAAAAAAAEBMC",675.65,749.56,673.61,793952883
"I",5730414,"2015-12-23","AAAAAAAAAAACTXE",997.60,1205.05,949.77,842388476
"I",5732916,"2015-10-25","AAAAAAAAAAADEAQ",558.55,583.55,464.19,903461460
"I",5737736,"2016-10-28","AAAAAAAAAAAEANM",114.79,142.86,87.15,866717691
"I",5738374,"2015-12-23","AAAAAAAAAAABDAR",782.96,881.82,491.36,4853281
"I",5739358,"2016-07-05","AAAAAAAAAAACXVH",420.96,624.35,213.22,65729515
"I",5739900,"2016-06-14","AAAAAAAAAAACWQP",249.56,331.11,236.59,857917087
"I",5743446,"2017-05-15","AAAAAAAAAAABPGV",307.23,451.14,285.10,503614768
"I",5744452,"2016-09-20","AAAAAAAAAAADMRB",736.43,907.13,444.10,491596963
"I",5745178,"2016-03-31","AAAAAAAAAAABSOL",211.48,282.49,145.63,30504955
"I",5746144,"2016-06-14","AAAAAAAAAAADLCY",888.93,1049.62,559.03,468608054
"I",5747263,"2016-02-28","AAAAAAAAAAACLIS",939.36,1377.74,643.36,218479824
"I",5748621,"2016-07-24","AAAAAAAAAAAASIX",597.43,607.60,341.11,108019906
"I",5751359,"2016-03-31","AAAAAAAAAAABBZZ",670.63,732.42,598.53,943274399
"I",5758724,"2016-10-07","AAAAAAAAAAACLRX",249.96,348.36,243.90,958299491
"I",5761551,"2016-10-07","AAAAAAAAAAAAOPI",481.27,505.34,252.96,843633757
"I",5762724,"2017-01-28","AAAAAAAAAAACBLC",514.83,572.98,343.38,757636070
"I",5762814,"2016-01-03","AAAAAAAAAAACVJT",385.03,547.92,237.82,778416198
"I",5763170,"2017-01-28","AAAAAAAAAAABTKN",325.25,370.68,199.43,10562232
"I",5764897,"2016-06-14","AAAAAAAAAAADWIT",403.05,501.65,230.51,773221772
"I",5766273,"2016-12-04","AAAAAAAAAAADIDL",545.99,669.16,515.44,677174945
"I",5766478,"2016-06-14","AAAAAAAAAAABNJD",319.24,390.40,224.20,56222666
"I",5769300,"2017-05-15","AAAAAAAAAAAAYOH",927.96,1241.70,670.22,81120533
"I",5769882,"2016-10-16","AAAAAAAAAAAAETK",867.33,1298.25,544.82,16235121
"I",5771287,"2016-12-04","AAAAAAAAAAABYTM",240.05,316.61,192.82,679171583
"I",5772066,"2016-10-16","AAAAAAAAAAAAOIG",497.60,676.09,363.73,415185902
"I",5778519,"2016-01-03","AAAAAAAAAAADPPT",565.85,738.53,491.36,955994132
"I",5779273,"2016-07-25","AAAAAAAAAAADHFG",860.64,1187.08,727.93,43935868
"I",5780298,"2017-05-16","AAAAAAAAAAABPAA",702.82,762.36,437.60,993578918
"I",5780781,"2016-07-25","AAAAAAAAAAACTTP",939.36,1270.38,653.99,26221278
"I",5784427,"2015-08-27","AAAAAAAAAAAEBVM",857.44,1085.92,618.87,413676966
"I",5785412,"2016-02-29","AAAAAAAAAAADAJW",12.34,17.75,10.20,560417658
